Relation Stats,,,,,
Player,PTS,TRB,AST,STL,BLK
Brandon Jennings26ORL,7,2,4,0.7,0.2
Manu Gin��bili39SAS,7.5,2.3,2.7,1.2,0.2
Dante Exum22UTA,8.1,1.9,3.1,0.6,0.2
Austin Rivers27HOU,8.8,2.6,1.7,0.7,0.1
Frank Jackson23DET,10.6,1.6,1,0.5,0.2
Charlie Criss33ATL,8.7,1.4,2.8,0.9,0.1
Mike McGee25LAL,10.2,2.2,0.9,0.5,0.1
Steve Harris24TOT,9.2,2.2,1.5,0.9,0.1
Kevin Johnson21CLE,7.3,1.4,3.7,1.2,0.3
Jawann Oldham30SAC,5.5,5.6,0.6,0.2,2
Harold Ellis23LAC,8.7,3.1,0.6,1.5,0
Darrick Martin24MIN,7.3,1.3,4.5,0.7,0.1
Kurt Thomas24MIA,6.3,5.9,0.5,0.7,0.5
Chris Mihm21CLE,7.6,4.7,0.3,0.3,0.9
Walt Williams30HOU,8.3,3.4,1.3,0.4,0.4
Vladimir Radmanovi?28CHA,8.3,3.3,1.3,0.6,0.3
Mirza Teletovi?28BRK,8.6,3.7,0.8,0.4,0.3
Michael Holton23PHO,8.4,1.8,2.7,0.8,0.1
Luc Longley26CHI,6.5,4.8,1.3,0.4,0.8
Lamond Murray22LAC,8.4,3.2,1.1,0.8,0.3
Adonal Foyle24GSW,5.5,5.6,0.6,0.3,1.8
Mikki Moore24DET,7.9,3.9,0.6,0.3,1.1
Jason Caffey27MIL,7.1,5,0.8,0.5,0.4
Avery Johnson36TOT,7.9,1,4.2,0.6,0.1
J.R. Bremer22BOS,8.3,2.3,2.6,0.6,0
Howard Eisley31TOT,6.9,1.9,4.1,0.8,0.1
Walter McCarty29BOS,7.9,3.1,1.6,0.9,0.3
Kwame Brown22WAS,7,4.9,0.9,0.6,0.4
Eddie House27PHO,9.8,1.6,1.8,0.5,0.1
Chris Wilcox28DET,7.4,4.8,0.8,0.5,0.3
Daniel Gibson25CLE,7.5,2.9,2.2,0.7,0.5
Jordan Hill25LAL,6.7,5.7,0.4,0.3,0.7
Ramon Sessions28WAS,7.4,2.7,3.1,0.6,0
Roy Hibbert29LAL,5.9,4.9,1.2,0.4,1.4
Nik Stauskas22PHI,8.5,2.5,1.9,0.6,0.3
Michael Carter-Williams25CHI,6.6,3.4,2.5,0.8,0.5
Ivica Zubac19LAL,7.5,4.2,0.8,0.4,0.9
C.J. Miles30TOR,10,2.2,0.8,0.5,0.3
Anthony Tolliver32DET,8.9,3.1,1.1,0.4,0.3
Malachi Flynn22TOR,7.5,2.5,2.9,0.8,0.1
Goran Dragi?35TOR,8,2.8,1.8,1,0.2
Javonte Green28CHI,7.2,4.2,0.9,1,0.5
Kim Hughes28DEN,2.9,6.3,1.4,1.4,1.8
Geoff Huston23CLE,7,1.6,4.7,0.5,0
Wayne Robinson22DET,7.9,3.6,1.4,0.6,0.3
Tom McMillen30ATL,8.3,3.6,1.2,0.3,0.4
William Bedford23PHO,6.7,4.9,1.1,0.4,0.7
Brad Davis31DAL,7,1.4,4.5,0.8,0.1
Darryl Dawkins30NJN,9.5,3.2,0.3,0.3,0.5
David Wingate24PHI,8.9,1.7,2,0.8,0.4
Brad Lohaus24SAC,8,3.9,0.6,0.3,1
Vernon Maxwell24SAS,6.9,2.9,3,0.9,0.1
Kenny Smith24ATL,7.7,1.1,4.3,0.7,0
Terry Cummings32SAS,7.3,5,0.8,0.5,0.2
Rafael Addison30DET,8.3,3.1,1.4,0.7,0.3
Tim Legler29WSB,9.4,1.8,1.8,0.6,0.2
Reggie Slater27TOR,8,3.9,0.9,0.6,0.4
Bruce Bowen29MIA,7.6,3,1.6,1,0.6
Eric Piatkowski31LAC,8.8,2.6,1.6,0.6,0.2
Mike James27MIA,7.8,1.9,3.2,0.8,0.1
Damon Stoudamire29POR,6.9,2.6,3.5,0.7,0.1
Antonio McDyess29PHO,5.8,5.8,0.7,1,0.5
Mark Blount32MIA,8.4,3.8,0.6,0.5,0.5
Bobby Simmons28NJN,7.8,3.9,1.3,0.7,0.1
Antonio McDyess35SAS,5.8,5.9,1.1,0.6,0.4
Henry Walker22TOT,9.4,2.5,1.1,0.7,0.1
Reggie Williams24GSW,9.2,2.7,1.5,0.4,0
Ekpe Udoh24MIL,5.7,4.7,1.1,0.7,1.6
Brandon Roy28MIN,5.8,2.8,4.6,0.6,0
Frank Kaminsky22CHO,7.5,4.1,1.2,0.5,0.5
Henry Sims25BRK,6.5,5.1,0.6,0.6,1
Shelvin Mack26UTA,7.8,2.3,2.8,0.8,0.1
P.J. Tucker31TOR,5.8,5.4,1.1,1.3,0.2
Avery Bradley28LAC,8.2,2.7,2,0.6,0.3
Matthew Dellavedova28CLE,7.3,1.9,4.2,0.3,0.1
Austin Rivers26HOU,8.7,1.9,2.3,0.6,0.3
Pat Connaughton28MIL,6.8,4.8,1.2,0.7,0.3
Furkan Korkmaz23PHI,9.1,2.1,1.5,0.9,0.2
Torrey Craig31PHO,6.9,4.3,1.2,0.8,0.6
Dewayne Dedmon32MIA,6.3,5.8,0.7,0.4,0.6
Georges Niang28PHI,9.2,2.7,1.3,0.4,0.2
T.R. Dunn30DEN,5,4.6,2.1,1.9,0.2
John Long29DET,10,1.6,1.3,0.7,0.2
Kurt Nimphius27DAL,7,4.6,1.1,0.2,0.9
Michael Anderson22SAS,5.7,2.5,4.3,1.2,0.1
Craig Hodges28TOT,9,1.5,2.5,0.7,0.1
Paul Graham25ATL,8.1,2.4,2.1,1.1,0.1
Jeff Grayer29PHI,8.3,3.2,1.6,0.6,0.1
Vern Fleming33NJN,7.7,2.2,3.3,0.5,0.1
Cory Alexander25DEN,7.3,2.1,3.3,1,0.1
Rick Fox29LAL,9,2,2,0.6,0.2
Dirk Nowitzki20DAL,8.2,3.4,1,0.6,0.6
Jarvis Hayes27NJN,8.7,3.6,0.7,0.7,0.1
Jonas Jerebko27BOS,7.1,4.8,1,0.7,0.2
Adam Keefe22ATL,6.6,5.3,1,0.7,0.2
Corey Maggette20ORL,8.4,3.9,0.8,0.3,0.3
Tyrone Nesby25WAS,8.4,2.7,1.4,0.9,0.3
Isaac Austin30WAS,6.7,4.8,1.3,0.3,0.6
Kevin Johnson33PHO,6.7,2.7,4,0.3,0
Anthony Carter25MIA,6.4,2.5,3.7,1,0.1
Ron Harper37LAL,6.5,3.5,2.4,0.8,0.5
Jake Voskuhl26PHO,6.6,5.2,0.9,0.6,0.4
Chris Wilcox22LAC,7.9,4.2,0.7,0.5,0.4
Charlie Bell26MIL,8.4,2,2.2,1,0.1
Jason Hart28TOT,6.9,2.7,2.9,1.2,0
Daequan Cook20MIA,8.8,3,1.3,0.4,0.2
Chris Quinn24MIA,7.8,2,3,0.8,0.1
Francisco Garc��a28SAC,8.1,2.6,1.8,0.4,0.8
J.J. Redick25ORL,9.6,1.9,1.9,0.3,0
Nazr Mohammed33CHA,7.3,4.9,0.3,0.3,0.9
Jared Sullinger20BOS,6,5.9,0.8,0.5,0.5
Danny Granger30IND,8.3,3.6,1.1,0.3,0.4
Sebastian Telfair29OKC,8.4,1.9,2.8,0.6,0
Matt Barnes36GSW,5.7,4.6,2.3,0.6,0.5
Al Jefferson32IND,8.1,4.2,0.9,0.3,0.2
Bismack Biyombo25ORL,5.7,5.7,0.8,0.3,1.2
Derrick Rose29CLE,9.8,1.8,1.6,0.2,0.3
Mo Bamba20ORL,6.2,5,0.8,0.3,1.4
D��vis Bert��ns26SAS,8,3.5,1.3,0.5,0.4
Rodney Hood26POR,9.6,1.7,1.3,0.8,0.3
Stanley Johnson22DET,7.5,3.6,1.3,1,0.3
Iman Shumpert28TOT,7.5,3,1.8,1,0.4
Landry Shamet22LAC,9.3,1.9,1.9,0.4,0.2
Daniel Gafford22TOT,7,4.3,0.5,0.5,1.4
Ron Lee28DET,4.2,2.7,4.4,2,0.4
Lowes Moore23NJN,7,2.4,3.2,0.9,0.2
Kermit Washington30POR,5,5.9,1.5,0.5,0.8
Kurt Rambis28LAL,5.7,5.8,0.8,0.9,0.5
Kelvin Upshaw26BOS,7,1.6,4.2,0.8,0.1
Mario Elie27GSW,7.7,3.6,1.5,0.6,0.3
Ed Pinckney30BOS,5.2,6.3,0.8,0.8,0.6
Rodney Rogers22DEN,8.1,2.9,1.3,0.8,0.6
Ricky Pierce36IND,9.7,1.8,1.3,0.8,0.1
Blue Edwards31VAN,7.8,3.1,1.9,0.6,0.3
Derek Harper37LAL,6.9,1.5,4.2,1,0.1
Don Reid26WAS,6.4,4.5,0.6,1.1,1.1
Sean Elliott32SAS,7.9,3.3,1.6,0.4,0.5
Tyronn Lue24WAS,7.8,1.7,3.5,0.7,0
Jacque Vaughn26ATL,6.6,2,4.3,0.8,0
Shandon Anderson29NYK,8.4,3.1,1.1,0.9,0.2
Rodney Rogers31NJN,7,3.9,1.6,0.7,0.5
Melvin Ely26CHA,7.3,4.1,1,0.4,0.9
Robert Swift20SEA,6.4,5.6,0.2,0.3,1.2
Rodney Stuckey21DET,7.6,2.3,2.8,0.9,0.1
Ike Diogu25SAC,9.2,3.9,0.3,0.2,0.1
Rashad McCants24TOT,9.6,1.9,1.2,0.8,0.2
Chase Budinger21HOU,8.9,3,1.2,0.5,0.1
Mario Chalmers23MIA,7.1,1.8,3.4,1.2,0.2
Goran Dragi?23PHO,7.9,2.1,3,0.6,0.1
Dont�� Greene21SAC,8.5,3.1,0.9,0.5,0.7
Jarrett Jack27NOH,8.5,1.9,2.6,0.6,0.1
E'Twaun Moore23ORL,7.8,2.2,2.7,0.7,0.3
Jason Smith26NOH,8.2,3.6,0.7,0.3,0.9
Derrick Williams22TOT,8,4.1,0.7,0.6,0.3
Marco Belinelli28SAS,9.2,2.5,1.5,0.5,0
Ray McCallum23SAC,7.4,2.6,2.8,0.7,0.2
J.J. Barea35DAL,7.7,1.8,3.9,0.2,0.1
Alex Len26SAC,5.9,6.1,0.5,0.2,1
Kent Bazemore31GSW,7.2,3.4,1.6,1,0.5
Svi Mykhailiuk23TOT,8.5,2.5,1.7,0.8,0.2
Ernie Grunfeld25KCK,7.5,2.6,2.6,0.8,0.2
James Bailey24SEA,6.6,4.8,1.3,0.3,0.7
Kent Benson30DET,6.6,4.5,1.3,0.7,0.6
Mike Evans30DEN,9.5,1.2,2.2,0.8,0
Geoff Huston29LAC,6.8,0.9,5.3,0.7,0
Craig Hodges27TOT,9.5,1.2,2.3,0.7,0
Phil Hubbard31CLE,8.4,3.6,1,0.6,0.1
Billy Thompson27MIA,6.8,4.3,1.5,0.4,0.7
Sherman Douglas25TOT,7.3,1.5,4.1,0.6,0.2
Sherman Douglas25BOS,7.3,1.5,4.1,0.6,0.2
Rick Fox22BOS,8,2.7,1.6,1,0.4
Anthony Bowie29ORL,8,2.5,2.3,0.7,0.2
Kenny Gattison28CHH,6.8,4.7,0.9,0.6,0.7
Mark Macon23DEN,7.5,2.1,2.6,1.4,0.1
Steve Kerr28CHI,8.6,1.6,2.6,0.9,0
J.R. Reid26SAS,7,4.9,0.7,0.7,0.4
Walt Williams27POR,8.4,2.6,1.7,0.6,0.4
Keith Bogans25CHA,8.7,2.7,1.2,1,0.1
Eddie Jones35TOT,7.7,3,1.7,1.1,0.2
Morris Peterson29TOR,8.9,3.3,0.7,0.6,0.2
C.J. Miles21UTA,9.1,2.3,1.5,0.6,0.2
Randy Foye31DEN,8.7,1.7,2.4,0.7,0.2
Tony Snell25MIL,8.5,3.1,1.2,0.7,0.2
Brian Skinner23LAC,5.4,6.1,0.3,0.5,1.3
Doug Overton31NJN,6.9,2,4.4,0.3,0
Devean George24LAL,7.1,3.7,1.4,0.9,0.5
Todd MacCulloch27PHI,7.1,4.7,0.5,0.5,0.8
Eduardo N??jera26DAL,6.7,4.6,1,0.8,0.5
Maurice Taylor26HOU,8.4,3.6,1,0.3,0.3
Othella Harrington31CHI,8,4.2,0.8,0.3,0.3
Thabo Sefolosha23CHI,6.7,3.7,1.9,0.9,0.4
Kirk Snyder24TOT,7.3,3.5,1.8,0.6,0.4
Rodrigue Beaubois22DAL,8.4,1.9,2.3,0.7,0.3
Reggie Williams25CHA,8.3,2.8,1.8,0.6,0.1
Jae Crowder24TOT,7.7,3.6,1.1,0.9,0.3
Adreian Payne23TOT,6.7,5.1,0.9,0.6,0.3
Deron Williams32CLE,7.5,1.9,3.6,0.3,0.3
Mike Scott29WAS,8.8,3.3,1.1,0.3,0.1
Jaxson Hayes19NOP,7.4,4,0.9,0.4,0.9
Alex Len27WAS,7.1,4.4,0.8,0.3,1
Jaylen Nowell21MIN,9,2.3,1.5,0.5,0.3
Jay Scrubb20LAC,8.8,3.5,0.3,1,0
Charlie Criss31ATL,8.3,1.4,3,0.9,0
James Hardy25UTA,5.1,5.7,1.3,0.7,0.8
Louis Orr25NYK,8.9,2.9,0.8,0.8,0.2
Jeff Grayer23MIL,7.4,3.2,2,0.9,0.1
Jon Koncak25ATL,4.7,6.1,0.8,0.7,1.3
Terry Teagle30LAL,9.9,2.2,1,0.4,0.1
Hubert Davis24NYK,10,1.3,1.8,0.4,0.1
Othella Harrington28NYK,7.7,4.5,0.5,0.4,0.5
Arvydas Sabonis38POR,6.1,4.3,1.8,0.8,0.6
Marcus Fizer25CHI,7.8,4.4,0.9,0.3,0.2
Rod Strickland37TOT,6.3,2.5,4,0.6,0.2
Michael Finley33SAS,9,2.7,1.3,0.4,0.2
Maurice Evans29TOT,8.9,2.9,1.1,0.6,0.1
Ronald Murray28DET,7.5,1.9,3.4,0.7,0.1
Marco Belinelli22GSW,8.9,1.7,2.1,0.9,0
Larry Hughes31CHA,8.1,2.3,2,0.9,0.3
Jason Maxiell26DET,6.8,5.3,0.5,0.5,0.5
Anthony Randolph21TOT,7.6,4,0.8,0.6,0.6
Alan Anderson29TOR,9.6,2,1.5,0.3,0.2
Channing Frye31ORL,7.3,3.9,1.3,0.6,0.5
Gary Neal31WAS,9.8,2.1,1.2,0.5,0
Isaiah Whitehead21BRK,7.4,2.5,2.6,0.6,0.5
Tristan Thompson26CLE,5.8,6.6,0.6,0.3,0.3
David West37GSW,6.8,3.3,1.9,0.6,1
Boban Marjanovi?30TOT,7.3,4.6,0.9,0.3,0.5
Svi Mykhailiuk22DET,9,1.9,1.9,0.7,0.1
Taj Gibson35NYK,5.4,5.6,0.8,0.7,1.1
Serge Ibaka32MIL,7,5.3,0.7,0.2,0.4
Grant Williams23BOS,7.8,3.6,1,0.5,0.7
Don Ford27CLE,7.3,4.1,1.4,0.5,0.3
Bob Elliott25NJN,7.5,3.6,1.8,0.5,0.2
Joe Hassett25GSW,9.1,1.8,2.3,0.3,0.1
Mike Gale31GSW,5.6,2.5,3.5,1.6,0.4
George Johnson33SAS,3,6.1,1.1,0.3,3.1
Edgar Jones28CLE,8.2,4.2,0.4,0.4,0.4
Craig Ehlo25CLE,6.2,3.7,2.1,0.9,0.7
Dudley Bradley30NJN,6.7,2,2.4,1.8,0.7
Bill Wennington30CHI,7.1,4.6,0.9,0.6,0.4
Kevin Duckworth30WSB,7.1,4.9,0.5,0.5,0.6
Charles Smith30NYK,7.4,3.9,0.7,0.4,1.2
Howard Eisley26UTA,7.4,1.9,3.7,0.6,0
Armen Gilliam34MIL,8.3,3.7,0.6,0.6,0.4
Ervin Johnson31MIL,5.1,6.4,0.4,0.6,1.1
Eric Piatkowski29LAC,8.7,3,1.1,0.6,0.2
Terry Porter37SAS,7.2,2.5,3.1,0.7,0.1
Calbert Cheaney32GSW,7.6,3.3,1.7,0.8,0.2
Kenny Thomas29SAC,5.3,6.1,1.2,0.7,0.3
Corliss Williamson33SAC,9.1,3.3,0.6,0.4,0.2
Antoine Walker31MIN,8,3.7,1,0.7,0.2
Derrick Brown24CHA,8.1,3.6,1,0.7,0.2
Ben Uzoh23TOR,4.8,3.9,3.7,1,0.2
Terrence Williams24TOT,7.1,3.4,2.2,0.7,0.2
Manny Harris24LAL,8.1,3.8,1.2,0.4,0.1
Andre Miller38SAC,5.7,2.5,4.7,0.6,0.1
Rodney McGruder27MIA,7.6,3.6,1.7,0.5,0.2
Wayne Selden24CHI,8,3.2,1.7,0.5,0.2
Edgar Jones28TOT,7.8,3.9,0.7,0.5,0.7
Jay Vincent29TOT,8.6,3.8,0.9,0.2,0.1
Randy Brown31CHI,6.4,2.4,3.4,1,0.3
Felipe L??pez26MIN,7.4,3.2,1.5,0.9,0.5
Aaron Williams30NJN,7.2,4.1,0.9,0.4,0.9
Devean George25LAL,6.9,4,1.3,0.8,0.5
Leandro Barbosa21PHO,7.9,1.8,2.4,1.3,0.1
Scott Williams35PHO,7.3,4.5,0.4,0.9,0.4
Shaun Livingston24TOT,6.9,2.2,3.6,0.5,0.3
Hakim Warrick28PHO,8.4,3.7,0.9,0.4,0.1
Leandro Barbosa29IND,8.9,2.2,1.5,0.9,0
Bismack Biyombo19CHA,5.2,5.8,0.4,0.3,1.8
Tyler Ulis21PHO,7.3,1.6,3.7,0.8,0.1
Alex Caruso26LAL,6.4,2.9,2.8,1.1,0.3
Aaron Holiday25PHO,6.8,2.5,3.4,0.8,0
Paul Mokeski28MIL,6.2,5.2,1.3,0.4,0.4
Danny Young23SEA,6.9,1.5,3.7,1.3,0.1
John Paxson27CHI,7.9,1.3,3.7,0.6,0
Sean Higgins24GSW,8.3,2.3,2.3,0.4,0.2
Greg Ostertag24UTA,4.7,5.9,0.4,0.4,2.1
Bobby Jackson27SAC,7.2,3.1,2,1.1,0.1
Greg Anthony34MIL,7.2,1.8,3.3,1.2,0
Brendan Haywood23WAS,6.2,5,0.4,0.4,1.5
Theo Ratliff31POR,4.8,5.3,0.5,0.4,2.5
Clifford Robinson38TOT,7.5,2.9,1.5,0.9,0.7
Michael Olowokandi30MIN,6,5.6,0.5,0.6,0.8
Matt Carroll27CHA,9,2.8,0.9,0.6,0.2
Wally Szczerbiak30CLE,8.2,3.2,1.4,0.4,0.3
Jared Jeffries28NYK,5.5,4.3,1.6,1,1.1
Hakim Warrick27CHI,8.7,3.6,0.6,0.3,0.3
Samardo Samuels22CLE,7.8,4.3,0.5,0.4,0.5
Jason Maxiell28DET,6.5,5.1,0.6,0.5,0.8
C.J. Miles24UTA,9.1,2.1,1.2,0.8,0.3
Dwight Buycks25LAL,8.7,2,2.3,0.5,0
Tayshaun Prince34TOT,7.5,3.6,1.6,0.5,0.3
Dewayne Dedmon27SAS,5.1,6.5,0.6,0.5,0.8
Jodie Meeks29ORL,9.1,2.1,1.3,0.9,0.1
Shabazz Muhammad24MIN,9.9,2.8,0.4,0.3,0.1
Patrick Patterson27TOR,6.8,4.5,1.2,0.6,0.4
Lance Stephenson26TOT,6.8,2.9,3.3,0.3,0.2
Kyle Korver36CLE,9.2,2.3,1.2,0.4,0.4
Ryan Arcidiacono24CHI,6.7,2.7,3.3,0.8,0
Jamal Crawford38PHO,7.9,1.3,3.6,0.5,0.2
C.J. Miles31MEM,9.3,2.1,1.1,0.6,0.4
Garrett Temple32TOT,7.8,2.9,1.4,1,0.4
Dewayne Dedmon30TOT,5.8,5.7,0.5,0.6,0.9
Cory Joseph28SAC,6.4,2.6,3.5,0.7,0.3
Wayne Ellington33DET,9.6,1.8,1.5,0.4,0.2
Louis King21SAC,7.3,3,1.5,1.2,0.5
Josh Christopher20HOU,7.9,2.5,2,0.9,0.2
James Ennis III31LAC,10,2.5,0,0.5,0.5
Tom��? Satoransk?30WAS,4.9,2.8,4.9,0.7,0.2
Thaddeus Young33TOT,6.2,4,2,1,0.3
Kenny Carr26DET,7.4,4.9,0.8,0.2,0.2
Wes Matthews24ATL,8.3,0.7,3.5,0.8,0.2
Earl Cureton27DET,6.1,5.2,1,0.7,0.5
Bryan Warrick26IND,7,2.1,3.5,0.8,0.1
Jon Koncak23ATL,5.6,6,0.4,0.6,0.9
Tyrone Corbin25CLE,7.3,4.1,1,0.8,0.3
Derek Smith28PHI,8.9,2.3,1.5,0.5,0.3
Walter Davis37DEN,9.9,1.5,1.5,0.6,0
Scott Brooks29DAL,7.9,1.7,3,0.8,0.1
Elmore Spencer25LAC,6.9,3.4,1.3,0.7,1.2
Ledell Eackles29WSB,8.6,2.7,1.6,0.5,0.1
Ervin Johnson28SEA,5.5,5.3,0.6,0.5,1.6
Adam Keefe25UTA,6.1,5.5,0.8,0.6,0.5
Johnny Newman33MIL,8.7,2.3,1.4,0.9,0.2
Chris Childs30NYK,6.3,2.4,3.9,0.8,0.1
Courtney Alexander23TOT,9.5,2.2,1,0.7,0.1
Manu Gin??bili25SAS,7.6,2.3,2,1.4,0.2
Danny Fortson28SEA,7.5,5.6,0.1,0.2,0.1
Goran Dragi?24HOU,7.7,2.5,2.5,0.6,0.2
Maurice Harkless20ORL,7.4,3.3,1,1.2,0.6
Rodney Hood22UTA,8.7,2.3,1.7,0.6,0.2
Patrick Patterson26TOR,6.9,4.3,1.2,0.7,0.4
Brandon Knight27CLE,8.5,1.9,2.3,0.7,0.1
Trevor Ariza34SAC,6,4.6,1.6,1.1,0.2
Terence Davis23TOT,8.7,2.5,1.4,0.7,0.2
Xavier Tillman Sr.22MEM,6.6,4.3,1.3,0.7,0.6
Ben McLemore28POR,10.2,1.6,0.9,0.6,0.2
Ron Brewer25SAS,9.2,1.2,2,0.6,0.5
Fred Roberts23SAS,7.3,3.8,1.2,0.7,0.5
Kenny Fields24TOT,8.2,3.1,1.3,0.7,0.2
Brad Davis32DAL,7.2,1.4,4,0.7,0.2
Craig Hodges27MIL,9.2,1.1,2.5,0.7,0
Trent Tucker29NYK,8.5,2.2,1.6,1.1,0.1
Cliff Levingston29ATL,6.9,4.3,1.1,0.7,0.5
Malik Sealy28MIN,8.1,3,1.2,1,0.2
Tyrone Nesby25TOT,8.3,2.8,1.2,0.8,0.3
Mehmet Okur23DET,6.9,4.7,1,0.3,0.5
Ra??l L??pez23UTA,7,1.9,3.7,0.8,0
Brad Miller34HOU,6.4,3.7,2.4,0.5,0.4
Kosta Koufos24MEM,6.4,5.2,0.5,0.4,0.9
Pat Cummings24MIL,8,3.9,0.8,0.4,0.3
Kurt Nimphius24DAL,5.3,5,1.4,0.3,1.4
Frank Brickowski30SAS,6.6,4.2,1.3,0.8,0.5
Andre Turner26PHI,5.9,2.2,4.4,0.9,0
Victor Alexander22GSW,7.4,4.2,0.4,0.6,0.8
Terry Cummings33SAS,6.8,5,0.8,0.5,0.3
Johnny Newman36NJN,10,1.9,0.8,0.6,0.1
Tyson Chandler19CHI,6.1,4.8,0.8,0.4,1.3
Vincent Yarbrough21DEN,6.9,2.7,2.2,1,0.6
Predrag Drobnjak29ATL,8.4,3.4,0.7,0.6,0.3
Fred Jones28NYK,7.6,2.4,2.4,0.7,0.3
Zaza Pachulia24ATL,6.2,5.7,0.7,0.5,0.3
Leandro Barbosa27PHO,9.5,1.6,1.5,0.5,0.3
Toney Douglas23NYK,8.6,1.9,2,0.8,0.1
Serge Ibaka20OKC,6.3,5.4,0.1,0.3,1.3
Craig Smith26LAC,7.8,3.8,1.1,0.4,0.3
Matt Barnes30LAL,6.7,4.3,1.3,0.7,0.4
Corey Brewer24TOT,8,2.5,1.3,1.4,0.2
Austin Daye22DET,7.5,3.8,1.1,0.5,0.5
Nazr Mohammed33TOT,7.1,4.9,0.3,0.4,0.7
John Salmons32SAC,7.5,2.9,2,0.8,0.2
Jonas Jerebko25DET,7.7,3.8,0.9,0.8,0.2
Courtney Lee27BOS,7.8,2.4,1.8,1.1,0.3
Jeremy Lamb21OKC,8.5,2.4,1.5,0.7,0.3
Ben McLemore20SAC,8.8,2.9,1,0.5,0.2
Gerald Henderson28POR,8.7,2.9,1,0.5,0.3
Aron Baynes31BOS,6,5.4,1.1,0.3,0.6
Dragan Bender20PHO,6.5,4.4,1.6,0.3,0.6
Tony Parker35SAS,7.7,1.7,3.5,0.5,0
Wayne Selden23MEM,9.3,1.6,1.9,0.5,0.1
Corey Brewer32PHI,7.6,2.4,1.4,1.7,0.3
Shelvin Mack28TOT,7.5,1.8,3.2,0.8,0.1
Christian Wood23TOT,8.2,4,0.4,0.3,0.5
Jaxson Hayes20NOP,7.5,4.3,0.6,0.4,0.6
Austin Rivers28TOT,7.9,2.3,2.3,0.8,0.1
Landry Shamet23BRK,9.3,1.8,1.6,0.5,0.2
Justin Holiday32SAC,8.3,2.2,1.5,0.8,0.6
Ish Smith33TOT,6.3,2.2,3.8,0.7,0.4
Bill Hanzlik25DEN,6.1,2.9,3.3,0.9,0.2
Louis Orr24NYK,8.4,2.8,1.1,0.8,0.3
Marvin Webster30NYK,5.4,5.4,0.6,0.4,1.6
Bob Wilkerson28CLE,6.7,3.1,2.5,0.9,0.2
Ricky Pierce24SDC,9.9,2,0.9,0.4,0.2
Fred Roberts24UTA,8.7,2.9,1.3,0.3,0.2
John Stockton22UTA,5.6,1.3,5.1,1.3,0.1
Junior Bridgeman32LAC,8.8,2.1,1.9,0.5,0.1
P��tur Gu?mundsson27LAL,7.3,4.8,0.4,0.4,0.5
Muggsy Bogues23WSB,5,1.7,5.1,1.6,0
Gerald Henderson32TOT,7.9,1.4,3.1,0.9,0.1
Larry Krystkowiak23MIL,7.2,4.6,1,0.4,0.2
Antoine Carr27ATL,7.5,3.5,1.2,0.4,0.8
John Lucas36HOU,5.8,1.8,4.9,0.9,0
Keith Jennings24GSW,8.6,1.4,2.9,0.5,0
Luc Longley24MIN,5.8,4.4,0.9,0.9,1.4
Will Perdue32SAS,5,6.8,0.7,0.3,0.6
Erick Strickland24DAL,7.6,2.4,2.5,0.8,0.1
Michael Smith28WAS,3.8,7.1,1.3,0.7,0.5
Glen Rice34HOU,8.6,2.4,1.6,0.6,0.2
Erick Strickland28BOS,7.7,2.7,2.3,0.7,0
Jahidi White25WAS,5.4,6.3,0.2,0.4,1.1
Gordan Giri?ek27UTA,8.8,2.2,1.7,0.6,0.1
Speedy Claxton28ATL,5.3,1.9,4.4,1.7,0.1
Reggie Evans26DEN,4.9,7,0.7,0.6,0.2
Kyle Lowry20MEM,5.6,3.1,3.2,1.4,0.1
Tim Thomas31TOT,8.5,3.1,1.1,0.5,0.2
Micka?l Pi��trus27ORL,8.7,2.9,0.7,0.7,0.4
Gary Neal29MIL,10,1.7,1.5,0.2,0
Lance Thomas26NYK,8.3,3,1.2,0.7,0.2
George Hill32TOT,7.6,2.5,2.3,0.9,0.1
Kyle Korver37UTA,9.1,2.5,1.2,0.4,0.2
Josh Okogie20MIN,7.7,2.9,1.2,1.2,0.4
Jake Layman25MIN,9.1,2.5,0.7,0.7,0.4
Nemanja Bjelica33GSW,6.1,4.1,2.2,0.6,0.4
Dale Ellis23DAL,8.2,3.7,0.8,0.6,0.1
Joe Meriweather30KCK,6.6,4.8,0.7,0.5,0.8
Trent Tucker30NYK,8.2,2.1,2.1,0.9,0.1
Walter Bond23DAL,8,2.6,1.6,1,0.2
Keith Askins28MIA,6.1,4.3,1.6,0.6,0.8
Todd Day26MIL,9.1,2.8,0.6,0.5,0.4
Chris Dudley31POR,3.9,7.3,0.5,0.5,1.2
Nate McMillan32SEA,4.6,3.2,3.8,1.6,0.2
Terry Porter33MIN,6.9,2.1,3.6,0.7,0.1
Charlie Ward26NYK,5.2,2.8,4.1,1.1,0.2
Buck Williams36NYK,6.3,5.4,0.7,0.5,0.5
Carl Herrera28HOU,6.8,4.6,0.7,0.7,0.6
Tyrone Nesby26WAS,6.3,4.5,1.3,0.9,0.3
Alonzo Gee23CLE,7.4,3.9,0.8,0.8,0.4
Scott Burrell28NJN,6.6,3.7,1.4,1.3,0.3
Terry Mills32DET,6.7,4.8,1,0.5,0.3
Billy Owens30TOT,6,4.9,1.6,0.5,0.3
Moochie Norris27HOU,6.6,2.4,3.5,0.8,0
Robert Pack31DEN,6.5,1.9,4,0.9,0
Gary Trent27MIN,7.5,4.2,0.9,0.3,0.4
